Order_ID,Amount,Profit,Quantity,Category,Sub-Category,Payment_Mode,Order_Date,State,City,Year_Month,Customer_Name,Customer_ID,Product_ID,Location_ID,Date_ID,Year-Month,Year,Month,Quarter
OID-10305,1262,515,16,Electronics,Electronic Games,EMI,2022-12-17,New York,Rochester,2022-12,Rebecca Wright,CID-10305,PID-10305,LID-10305,DID-10305,2022-12,2022,12,4
OID-10306,1262,515,16,Electronics,Electronic Games,EMI,2022-06-08,Illinois,Springfield,2022-06,Sarah Flores,CID-10306,PID-10306,LID-10306,DID-10306,2022-06,2022,6,2
OID-10307,1033,254,5,Furniture,Bookcases,COD,2020-08-28,New York,Rochester,2020-08,Carol Norman,CID-10307,PID-10307,LID-10307,DID-10307,2020-08,2020,8,3
OID-10308,1518,159,19,Electronics,Printers,UPI,2020-09-26,California,San Diego,2020-09,Stephanie Gardner,CID-10308,PID-10308,LID-10308,DID-10308,2020-09,2020,9,3
OID-10309,8581,2444,2,Office Supplies,Paper,Debit Card,2020-12-13,Illinois,Peoria,2020-12,Philip Baker,CID-10309,PID-10309,LID-10309,DID-10309,2020-12,2020,12,4
OID-10310,8581,2444,2,Office Supplies,Paper,Debit Card,2020-11-19,Florida,Orlando,2020-11,Randall Dennis,CID-10310,PID-10310,LID-10310,DID-10310,2020-11,2020,11,4
OID-10311,1167,463,5,Office Supplies,Pens,UPI,2023-09-13,Texas,Austin,2023-09,Suzanne Cross,CID-10311,PID-10311,LID-10311,DID-10311,2023-09,2023,9,3
OID-10312,2841,803,20,Electronics,Laptops,Credit Card,2023-09-13,Texas,Austin,2023-09,Suzanne Cross,CID-10312,PID-10312,LID-10312,DID-10312,2023-09,2023,9,3
OID-10313,5680,2159,19,Furniture,Tables,UPI,2023-09-13,Texas,Austin,2023-09,Suzanne Cross,CID-10313,PID-10313,LID-10313,DID-10313,2023-09,2023,9,3
OID-10314,8204,2382,6,Office Supplies,Pens,UPI,2020-03-31,Illinois,Chicago,2020-03,Jasmine Delgado,CID-10314,PID-10314,LID-10314,DID-10314,2020-03,2020,3,1
OID-10315,8204,2382,6,Office Supplies,Pens,UPI,2020-10-20,New York,Buffalo,2020-10,Kristen Harper,CID-10315,PID-10315,LID-10315,DID-10315,2020-10,2020,10,4
OID-10316,2850,904,6,Electronics,Phones,EMI,2020-03-31,Illinois,Chicago,2020-03,Jasmine Delgado,CID-10316,PID-10316,LID-10316,DID-10316,2020-03,2020,3,1
OID-10317,2850,904,6,Electronics,Phones,EMI,2020-10-20,New York,Buffalo,2020-10,Kristen Harper,CID-10317,PID-10317,LID-10317,DID-10317,2020-10,2020,10,4
OID-10318,907,391,9,Office Supplies,Pens,Credit Card,2023-08-04,New York,New York City,2023-08,Kaitlyn Graham MD,CID-10318,PID-10318,LID-10318,DID-10318,2023-08,2023,8,3
OID-10319,2174,265,19,Office Supplies,Pens,Credit Card,2022-04-11,Ohio,Cincinnati,2022-04,Dean Avila,CID-10319,PID-10319,LID-10319,DID-10319,2022-04,2022,4,2
OID-10320,8541,2029,12,Electronics,Electronic Games,Credit Card,2022-04-11,Ohio,Cincinnati,2022-04,Dean Avila,CID-10320,PID-10320,LID-10320,DID-10320,2022-04,2022,4,2
OID-10321,1931,551,3,Furniture,Bookcases,EMI,2022-04-11,Ohio,Cincinnati,2022-04,Dean Avila,CID-10321,PID-10321,LID-10321,DID-10321,2022-04,2022,4,2
OID-10322,1281,340,3,Electronics,Electronic Games,Debit Card,2021-12-31,Texas,Austin,2021-12,Megan Mack,CID-10322,PID-10322,LID-10322,DID-10322,2021-12,2021,12,4
OID-10323,2404,253,15,Electronics,Laptops,COD,2021-12-31,Texas,Austin,2021-12,Megan Mack,CID-10323,PID-10323,LID-10323,DID-10323,2021-12,2021,12,4
OID-10324,2119,196,1,Furniture,Sofas,COD,2020-08-16,California,Los Angeles,2020-08,Heather Johnson,CID-10324,PID-10324,LID-10324,DID-10324,2020-08,2020,8,3
OID-10325,3137,571,9,Office Supplies,Pens,Debit Card,2025-02-02,Illinois,Chicago,2025-02,Tina Davies,CID-10325,PID-10325,LID-10325,DID-10325,2025-02,2025,2,1
OID-10326,2323,727,7,Furniture,Tables,COD,2022-02-24,Texas,Dallas,2022-02,Matthew Harris,CID-10326,PID-10326,LID-10326,DID-10326,2022-02,2022,2,1
OID-10327,1368,406,9,Furniture,Bookcases,UPI,2022-02-24,Texas,Dallas,2022-02,Matthew Harris,CID-10327,PID-10327,LID-10327,DID-10327,2022-02,2022,2,1
OID-10328,9204,3289,16,Electronics,Laptops,Credit Card,2024-02-25,Florida,Miami,2024-02,Christopher Kirk,CID-10328,PID-10328,LID-10328,DID-10328,2024-02,2024,2,1
OID-10329,9204,3289,16,Electronics,Laptops,Credit Card,2021-06-15,Florida,Miami,2021-06,Eric Stevens,CID-10329,PID-10329,LID-10329,DID-10329,2021-06,2021,6,2
OID-10330,9894,3698,20,Office Supplies,Paper,EMI,2024-02-25,Florida,Miami,2024-02,Christopher Kirk,CID-10330,PID-10330,LID-10330,DID-10330,2024-02,2024,2,1
OID-10331,9894,3698,20,Office Supplies,Paper,EMI,2021-06-15,Florida,Miami,2021-06,Eric Stevens,CID-10331,PID-10331,LID-10331,DID-10331,2021-06,2021,6,2
OID-10332,5322,1423,18,Furniture,Sofas,COD,2022-12-08,Texas,Houston,2022-12,James Dickerson,CID-10332,PID-10332,LID-10332,DID-10332,2022-12,2022,12,4
OID-10333,5322,1423,18,Furniture,Sofas,COD,2023-12-09,Texas,Dallas,2023-12,James Jones,CID-10333,PID-10333,LID-10333,DID-10333,2023-12,2023,12,4
OID-10334,2666,559,14,Furniture,Chairs,COD,2022-07-16,Ohio,Cleveland,2022-07,Hannah Hendricks,CID-10334,PID-10334,LID-10334,DID-10334,2022-07,2022,7,3
OID-10335,8383,937,4,Furniture,Sofas,UPI,2024-05-05,Florida,Orlando,2024-05,Brett Mullins,CID-10335,PID-10335,LID-10335,DID-10335,2024-05,2024,5,2
OID-10336,7560,821,4,Office Supplies,Paper,EMI,2021-10-04,Illinois,Chicago,2021-10,Ms. Kim Jordan,CID-10336,PID-10336,LID-10336,DID-10336,2021-10,2021,10,4
OID-10337,1314,490,16,Furniture,Sofas,UPI,2021-11-20,New York,Buffalo,2021-11,Marcus Santiago,CID-10337,PID-10337,LID-10337,DID-10337,2021-11,2021,11,4
OID-10338,4390,179,1,Furniture,Tables,Debit Card,2021-11-20,New York,Buffalo,2021-11,Marcus Santiago,CID-10338,PID-10338,LID-10338,DID-10338,2021-11,2021,11,4
OID-10339,1150,58,7,Office Supplies,Binders,Debit Card,2021-11-20,New York,Buffalo,2021-11,Marcus Santiago,CID-10339,PID-10339,LID-10339,DID-10339,2021-11,2021,11,4
OID-10340,1574,258,17,Office Supplies,Pens,EMI,2020-09-15,California,San Diego,2020-09,Jill Perez,CID-10340,PID-10340,LID-10340,DID-10340,2020-09,2020,9,3
OID-10341,5635,318,17,Office Supplies,Binders,UPI,2020-09-15,California,San Diego,2020-09,Jill Perez,CID-10341,PID-10341,LID-10341,DID-10341,2020-09,2020,9,3
OID-10342,6515,961,11,Furniture,Sofas,Debit Card,2020-09-15,California,San Diego,2020-09,Jill Perez,CID-10342,PID-10342,LID-10342,DID-10342,2020-09,2020,9,3
OID-10343,1231,214,20,Electronics,Laptops,Debit Card,2023-01-17,Ohio,Columbus,2023-01,Courtney Williams,CID-10343,PID-10343,LID-10343,DID-10343,2023-01,2023,1,1
OID-10344,1231,214,20,Electronics,Laptops,Debit Card,2020-06-16,New York,Rochester,2020-06,Jordan Hahn,CID-10344,PID-10344,LID-10344,DID-10344,2020-06,2020,6,2
OID-10345,6891,2529,3,Office Supplies,Binders,Debit Card,2024-05-01,Ohio,Cleveland,2024-05,William Cook,CID-10345,PID-10345,LID-10345,DID-10345,2024-05,2024,5,2
OID-10346,7524,2308,15,Electronics,Laptops,EMI,2023-12-07,Texas,Austin,2023-12,Stephanie Hayes,CID-10346,PID-10346,LID-10346,DID-10346,2023-12,2023,12,4
OID-10347,6864,1824,14,Electronics,Printers,Credit Card,2023-12-07,Texas,Austin,2023-12,Stephanie Hayes,CID-10347,PID-10347,LID-10347,DID-10347,2023-12,2023,12,4
OID-10348,4215,432,14,Furniture,Chairs,Debit Card,2024-02-02,Ohio,Columbus,2024-02,Melissa Wise,CID-10348,PID-10348,LID-10348,DID-10348,2024-02,2024,2,1
OID-10349,622,218,19,Furniture,Bookcases,Credit Card,2024-06-23,California,San Diego,2024-06,Elizabeth Gonzalez,CID-10349,PID-10349,LID-10349,DID-10349,2024-06,2024,6,2
OID-10350,1755,495,18,Office Supplies,Pens,UPI,2024-06-23,California,San Diego,2024-06,Elizabeth Gonzalez,CID-10350,PID-10350,LID-10350,DID-10350,2024-06,2024,6,2
OID-10351,8020,3898,20,Electronics,Electronic Games,EMI,2024-06-23,California,San Diego,2024-06,Elizabeth Gonzalez,CID-10351,PID-10351,LID-10351,DID-10351,2024-06,2024,6,2
OID-10352,7333,1576,4,Electronics,Laptops,Credit Card,2024-06-07,New York,Buffalo,2024-06,Mr. Eric Lopez,CID-10352,PID-10352,LID-10352,DID-10352,2024-06,2024,6,2
OID-10353,7690,1134,4,Electronics,Electronic Games,COD,2023-10-13,New York,Rochester,2023-10,Benjamin Higgins,CID-10353,PID-10353,LID-10353,DID-10353,2023-10,2023,10,4
OID-10354,912,246,2,Furniture,Sofas,EMI,2023-10-13,New York,Rochester,2023-10,Benjamin Higgins,CID-10354,PID-10354,LID-10354,DID-10354,2023-10,2023,10,4
OID-10355,2791,894,14,Electronics,Laptops,COD,2022-10-08,Texas,Austin,2022-10,Brett Sutton,CID-10355,PID-10355,LID-10355,DID-10355,2022-10,2022,10,4
OID-10356,2791,894,14,Electronics,Laptops,COD,2023-10-27,Ohio,Cincinnati,2023-10,Anna Blackburn,CID-10356,PID-10356,LID-10356,DID-10356,2023-10,2023,10,4
OID-10357,2791,894,14,Electronics,Laptops,COD,2021-02-09,Texas,Dallas,2021-02,Michelle Bailey,CID-10357,PID-10357,LID-10357,DID-10357,2021-02,2021,2,1
OID-10358,6223,1478,3,Furniture,Sofas,Debit Card,2022-10-08,Texas,Austin,2022-10,Brett Sutton,CID-10358,PID-10358,LID-10358,DID-10358,2022-10,2022,10,4
OID-10359,6223,1478,3,Furniture,Sofas,Debit Card,2023-10-27,Ohio,Cincinnati,2023-10,Anna Blackburn,CID-10359,PID-10359,LID-10359,DID-10359,2023-10,2023,10,4
OID-10360,6223,1478,3,Furniture,Sofas,Debit Card,2021-02-09,Texas,Dallas,2021-02,Michelle Bailey,CID-10360,PID-10360,LID-10360,DID-10360,2021-02,2021,2,1
OID-10361,8943,3121,17,Furniture,Chairs,Debit Card,2022-10-08,Texas,Austin,2022-10,Brett Sutton,CID-10361,PID-10361,LID-10361,DID-10361,2022-10,2022,10,4
OID-10362,8943,3121,17,Furniture,Chairs,Debit Card,2023-10-27,Ohio,Cincinnati,2023-10,Anna Blackburn,CID-10362,PID-10362,LID-10362,DID-10362,2023-10,2023,10,4
OID-10363,8943,3121,17,Furniture,Chairs,Debit Card,2021-02-09,Texas,Dallas,2021-02,Michelle Bailey,CID-10363,PID-10363,LID-10363,DID-10363,2021-02,2021,2,1
OID-10364,3297,102,12,Electronics,Phones,Credit Card,2022-10-08,Texas,Austin,2022-10,Brett Sutton,CID-10364,PID-10364,LID-10364,DID-10364,2022-10,2022,10,4
OID-10365,3297,102,12,Electronics,Phones,Credit Card,2023-10-27,Ohio,Cincinnati,2023-10,Anna Blackburn,CID-10365,PID-10365,LID-10365,DID-10365,2023-10,2023,10,4
OID-10366,3297,102,12,Electronics,Phones,Credit Card,2021-02-09,Texas,Dallas,2021-02,Michelle Bailey,CID-10366,PID-10366,LID-10366,DID-10366,2021-02,2021,2,1
OID-10367,8769,1989,20,Office Supplies,Paper,UPI,2020-11-03,Illinois,Chicago,2020-11,Sara Peterson,CID-10367,PID-10367,LID-10367,DID-10367,2020-11,2020,11,4
OID-10368,9057,1888,19,Electronics,Printers,COD,2022-05-30,Florida,Orlando,2022-05,Katherine Williams,CID-10368,PID-10368,LID-10368,DID-10368,2022-05,2022,5,2
OID-10369,6864,3275,11,Furniture,Tables,Credit Card,2022-05-30,Florida,Orlando,2022-05,Katherine Williams,CID-10369,PID-10369,LID-10369,DID-10369,2022-05,2022,5,2
OID-10370,9200,809,13,Electronics,Laptops,COD,2022-05-30,Florida,Orlando,2022-05,Katherine Williams,CID-10370,PID-10370,LID-10370,DID-10370,2022-05,2022,5,2
OID-10371,6113,2508,6,Electronics,Laptops,UPI,2024-06-16,Florida,Orlando,2024-06,Cory Evans,CID-10371,PID-10371,LID-10371,DID-10371,2024-06,2024,6,2
OID-10372,7733,2784,15,Furniture,Tables,EMI,2024-06-16,Florida,Orlando,2024-06,Cory Evans,CID-10372,PID-10372,LID-10372,DID-10372,2024-06,2024,6,2
OID-10373,8524,154,14,Furniture,Tables,COD,2024-06-16,Florida,Orlando,2024-06,Cory Evans,CID-10373,PID-10373,LID-10373,DID-10373,2024-06,2024,6,2
OID-10374,6187,2344,15,Furniture,Bookcases,EMI,2024-06-16,Florida,Orlando,2024-06,Cory Evans,CID-10374,PID-10374,LID-10374,DID-10374,2024-06,2024,6,2
OID-10375,4364,148,18,Furniture,Tables,EMI,2022-07-15,Ohio,Cincinnati,2022-07,Michael Rodriguez,CID-10375,PID-10375,LID-10375,DID-10375,2022-07,2022,7,3
OID-10376,736,286,12,Office Supplies,Pens,EMI,2022-07-15,Ohio,Cincinnati,2022-07,Michael Rodriguez,CID-10376,PID-10376,LID-10376,DID-10376,2022-07,2022,7,3
OID-10377,9905,633,17,Office Supplies,Pens,EMI,2021-07-18,Texas,Dallas,2021-07,John Munoz,CID-10377,PID-10377,LID-10377,DID-10377,2021-07,2021,7,3
OID-10378,9905,633,17,Office Supplies,Pens,EMI,2021-10-02,Florida,Tampa,2021-10,David Clark,CID-10378,PID-10378,LID-10378,DID-10378,2021-10,2021,10,4
OID-10379,2493,1221,9,Office Supplies,Paper,Credit Card,2024-04-16,Illinois,Springfield,2024-04,April Welch,CID-10379,PID-10379,LID-10379,DID-10379,2024-04,2024,4,2
OID-10380,9849,963,1,Office Supplies,Pens,Credit Card,2024-04-16,Illinois,Springfield,2024-04,April Welch,CID-10380,PID-10380,LID-10380,DID-10380,2024-04,2024,4,2
OID-10381,3423,804,4,Electronics,Printers,Credit Card,2020-07-09,Illinois,Peoria,2020-07,Alan Livingston,CID-10381,PID-10381,LID-10381,DID-10381,2020-07,2020,7,3
OID-10382,3423,804,4,Electronics,Printers,Credit Card,2020-07-25,Texas,Dallas,2020-07,Angela Jackson,CID-10382,PID-10382,LID-10382,DID-10382,2020-07,2020,7,3
OID-10383,3423,804,4,Electronics,Printers,Credit Card,2024-01-24,Texas,Austin,2024-01,Amy Williams,CID-10383,PID-10383,LID-10383,DID-10383,2024-01,2024,1,1
OID-10384,3423,804,4,Electronics,Printers,Credit Card,2020-05-04,Texas,Dallas,2020-05,Laura Jordan,CID-10384,PID-10384,LID-10384,DID-10384,2020-05,2020,5,2
OID-10385,3423,804,4,Electronics,Printers,Credit Card,2021-11-13,Ohio,Cincinnati,2021-11,Richard Maynard,CID-10385,PID-10385,LID-10385,DID-10385,2021-11,2021,11,4
OID-10386,3900,115,9,Furniture,Chairs,COD,2023-10-07,Illinois,Springfield,2023-10,Lawrence Oliver,CID-10386,PID-10386,LID-10386,DID-10386,2023-10,2023,10,4
OID-10387,8568,2419,11,Electronics,Electronic Games,UPI,2021-10-23,New York,Rochester,2021-10,Anthony Williams,CID-10387,PID-10387,LID-10387,DID-10387,2021-10,2021,10,4
OID-10388,3283,71,6,Office Supplies,Pens,EMI,2021-10-23,New York,Rochester,2021-10,Anthony Williams,CID-10388,PID-10388,LID-10388,DID-10388,2021-10,2021,10,4
OID-10389,7643,3720,19,Electronics,Electronic Games,EMI,2022-07-18,Texas,Dallas,2022-07,Lynn Matthews,CID-10389,PID-10389,LID-10389,DID-10389,2022-07,2022,7,3
OID-10390,3461,1537,15,Furniture,Sofas,EMI,2024-08-23,Illinois,Chicago,2024-08,Andrew Griffin,CID-10390,PID-10390,LID-10390,DID-10390,2024-08,2024,8,3
OID-10391,5714,1438,6,Electronics,Electronic Games,Credit Card,2024-08-23,Illinois,Chicago,2024-08,Andrew Griffin,CID-10391,PID-10391,LID-10391,DID-10391,2024-08,2024,8,3
OID-10392,3853,1457,10,Office Supplies,Binders,COD,2024-08-23,Illinois,Chicago,2024-08,Andrew Griffin,CID-10392,PID-10392,LID-10392,DID-10392,2024-08,2024,8,3
OID-10393,6016,431,20,Office Supplies,Pens,UPI,2020-10-28,Illinois,Chicago,2020-10,Megan Williams,CID-10393,PID-10393,LID-10393,DID-10393,2020-10,2020,10,4
OID-10394,1290,204,12,Office Supplies,Markers,UPI,2024-06-15,New York,Buffalo,2024-06,Alison Martin,CID-10394,PID-10394,LID-10394,DID-10394,2024-06,2024,6,2
OID-10395,1290,204,12,Office Supplies,Markers,UPI,2024-12-19,California,San Francisco,2024-12,Samuel Wallace,CID-10395,PID-10395,LID-10395,DID-10395,2024-12,2024,12,4
OID-10396,4569,1693,10,Electronics,Printers,UPI,2020-09-04,Illinois,Springfield,2020-09,Manuel Stark,CID-10396,PID-10396,LID-10396,DID-10396,2020-09,2020,9,3
OID-10397,3083,1151,16,Furniture,Bookcases,Debit Card,2022-04-16,Florida,Orlando,2022-04,William Villarreal,CID-10397,PID-10397,LID-10397,DID-10397,2022-04,2022,4,2
OID-10398,3522,898,15,Office Supplies,Pens,Credit Card,2024-08-29,Ohio,Cleveland,2024-08,Brandon Kirk,CID-10398,PID-10398,LID-10398,DID-10398,2024-08,2024,8,3
OID-10399,3522,898,15,Office Supplies,Pens,Credit Card,2022-01-14,California,Los Angeles,2022-01,Abigail Brown,CID-10399,PID-10399,LID-10399,DID-10399,2022-01,2022,1,1
OID-10400,7301,3602,3,Office Supplies,Binders,Debit Card,2024-04-07,Texas,Houston,2024-04,Kristine Carter,CID-10400,PID-10400,LID-10400,DID-10400,2024-04,2024,4,2
OID-10401,4462,121,8,Electronics,Laptops,COD,2022-04-24,Illinois,Springfield,2022-04,Wesley Deleon,CID-10401,PID-10401,LID-10401,DID-10401,2022-04,2022,4,2
OID-10402,6212,1881,17,Electronics,Phones,COD,2022-04-24,Illinois,Springfield,2022-04,Wesley Deleon,CID-10402,PID-10402,LID-10402,DID-10402,2022-04,2022,4,2
OID-10403,4027,1386,3,Furniture,Bookcases,EMI,2020-08-27,Florida,Tampa,2020-08,Laura Cole,CID-10403,PID-10403,LID-10403,DID-10403,2020-08,2020,8,3
OID-10404,1676,330,14,Electronics,Laptops,EMI,2023-03-01,Ohio,Cleveland,2023-03,Lauren Harris,CID-10404,PID-10404,LID-10404,DID-10404,2023-03,2023,3,1
OID-10405,3927,1133,12,Furniture,Bookcases,COD,2023-03-01,Ohio,Cleveland,2023-03,Lauren Harris,CID-10405,PID-10405,LID-10405,DID-10405,2023-03,2023,3,1
OID-10406,2776,887,9,Electronics,Phones,Debit Card,2023-03-01,Ohio,Cleveland,2023-03,Lauren Harris,CID-10406,PID-10406,LID-10406,DID-10406,2023-03,2023,3,1
OID-10407,7684,1157,12,Furniture,Sofas,COD,2020-10-02,Illinois,Chicago,2020-10,Cameron Miller,CID-10407,PID-10407,LID-10407,DID-10407,2020-10,2020,10,4
OID-10408,7684,1157,12,Furniture,Sofas,COD,2020-06-23,New York,Buffalo,2020-06,Jacob Carpenter,CID-10408,PID-10408,LID-10408,DID-10408,2020-06,2020,6,2
OID-10409,7684,1157,12,Furniture,Sofas,COD,2023-08-21,Ohio,Columbus,2023-08,Pamela Callahan DVM,CID-10409,PID-10409,LID-10409,DID-10409,2023-08,2023,8,3
OID-10410,6008,2498,17,Electronics,Phones,Credit Card,2022-07-16,Florida,Miami,2022-07,William Ruiz,CID-10410,PID-10410,LID-10410,DID-10410,2022-07,2022,7,3
OID-10411,7344,2598,20,Furniture,Bookcases,COD,2022-08-01,Texas,Dallas,2022-08,Paula Marshall,CID-10411,PID-10411,LID-10411,DID-10411,2022-08,2022,8,3
OID-10412,6932,3218,20,Office Supplies,Pens,COD,2020-07-16,Florida,Orlando,2020-07,Natalie Cox,CID-10412,PID-10412,LID-10412,DID-10412,2020-07,2020,7,3
OID-10413,7748,1706,16,Electronics,Electronic Games,EMI,2020-05-02,Ohio,Cincinnati,2020-05,Andrew Fernandez,CID-10413,PID-10413,LID-10413,DID-10413,2020-05,2020,5,2
OID-10414,6381,2763,20,Office Supplies,Markers,UPI,2020-05-02,Ohio,Cincinnati,2020-05,Andrew Fernandez,CID-10414,PID-10414,LID-10414,DID-10414,2020-05,2020,5,2
OID-10415,992,64,6,Electronics,Phones,Credit Card,2020-05-02,Ohio,Cincinnati,2020-05,Andrew Fernandez,CID-10415,PID-10415,LID-10415,DID-10415,2020-05,2020,5,2
OID-10416,8649,2631,13,Electronics,Laptops,EMI,2024-01-10,California,San Francisco,2024-01,Alisha Saunders,CID-10416,PID-10416,LID-10416,DID-10416,2024-01,2024,1,1
OID-10417,8649,2631,13,Electronics,Laptops,EMI,2020-09-30,New York,Rochester,2020-09,Travis Chandler DDS,CID-10417,PID-10417,LID-10417,DID-10417,2020-09,2020,9,3
OID-10418,4099,52,18,Electronics,Laptops,UPI,2022-03-28,New York,New York City,2022-03,Russell Austin,CID-10418,PID-10418,LID-10418,DID-10418,2022-03,2022,3,1
OID-10419,2539,324,5,Electronics,Electronic Games,UPI,2021-01-30,California,San Francisco,2021-01,Collin Cameron,CID-10419,PID-10419,LID-10419,DID-10419,2021-01,2021,1,1
OID-10420,9845,3062,9,Office Supplies,Paper,COD,2025-03-14,Florida,Orlando,2025-03,Elizabeth Hernandez,CID-10420,PID-10420,LID-10420,DID-10420,2025-03,2025,3,1
OID-10421,2901,1411,2,Office Supplies,Paper,Debit Card,2021-10-26,Texas,Austin,2021-10,William Russell,CID-10421,PID-10421,LID-10421,DID-10421,2021-10,2021,10,4
OID-10422,2901,1411,2,Office Supplies,Paper,Debit Card,2023-01-11,California,Los Angeles,2023-01,Sheri Berg,CID-10422,PID-10422,LID-10422,DID-10422,2023-01,2023,1,1
OID-10423,6934,1152,6,Office Supplies,Pens,Credit Card,2021-10-26,Texas,Austin,2021-10,William Russell,CID-10423,PID-10423,LID-10423,DID-10423,2021-10,2021,10,4
OID-10424,6934,1152,6,Office Supplies,Pens,Credit Card,2023-01-11,California,Los Angeles,2023-01,Sheri Berg,CID-10424,PID-10424,LID-10424,DID-10424,2023-01,2023,1,1
OID-10425,9640,2606,2,Furniture,Bookcases,Credit Card,2021-10-31,Illinois,Peoria,2021-10,Anthony Barnett,CID-10425,PID-10425,LID-10425,DID-10425,2021-10,2021,10,4
OID-10426,7930,1981,13,Furniture,Chairs,Credit Card,2023-05-04,Ohio,Cleveland,2023-05,Kaitlyn Flores,CID-10426,PID-10426,LID-10426,DID-10426,2023-05,2023,5,2
OID-10427,7930,1981,13,Furniture,Chairs,Credit Card,2024-08-09,Illinois,Springfield,2024-08,Rebecca Owen,CID-10427,PID-10427,LID-10427,DID-10427,2024-08,2024,8,3
OID-10428,9894,829,1,Office Supplies,Binders,COD,2022-08-21,California,San Diego,2022-08,Michael Bell,CID-10428,PID-10428,LID-10428,DID-10428,2022-08,2022,8,3
OID-10429,4534,2235,4,Furniture,Tables,COD,2022-08-21,California,San Diego,2022-08,Michael Bell,CID-10429,PID-10429,LID-10429,DID-10429,2022-08,2022,8,3
OID-10430,4911,186,20,Electronics,Phones,Debit Card,2022-06-19,New York,Buffalo,2022-06,Willie Huynh,CID-10430,PID-10430,LID-10430,DID-10430,2022-06,2022,6,2
OID-10431,531,189,20,Furniture,Bookcases,Debit Card,2022-06-19,New York,Buffalo,2022-06,Willie Huynh,CID-10431,PID-10431,LID-10431,DID-10431,2022-06,2022,6,2
OID-10432,9707,3483,10,Electronics,Electronic Games,EMI,2025-01-29,Illinois,Peoria,2025-01,Samuel Hayes,CID-10432,PID-10432,LID-10432,DID-10432,2025-01,2025,1,1
OID-10433,8521,2584,7,Office Supplies,Paper,COD,2025-01-29,Illinois,Peoria,2025-01,Samuel Hayes,CID-10433,PID-10433,LID-10433,DID-10433,2025-01,2025,1,1
OID-10434,8438,3427,12,Office Supplies,Binders,Credit Card,2022-01-14,New York,Buffalo,2022-01,Sherry Tran,CID-10434,PID-10434,LID-10434,DID-10434,2022-01,2022,1,1
OID-10435,1689,109,9,Electronics,Electronic Games,UPI,2022-01-14,New York,Buffalo,2022-01,Sherry Tran,CID-10435,PID-10435,LID-10435,DID-10435,2022-01,2022,1,1
OID-10436,3936,1626,14,Office Supplies,Paper,COD,2022-01-14,New York,Buffalo,2022-01,Sherry Tran,CID-10436,PID-10436,LID-10436,DID-10436,2022-01,2022,1,1
OID-10437,7664,1753,19,Electronics,Phones,Debit Card,2023-06-15,Ohio,Cincinnati,2023-06,Heather Gray,CID-10437,PID-10437,LID-10437,DID-10437,2023-06,2023,6,2
OID-10438,721,258,13,Electronics,Laptops,Debit Card,2023-10-18,Illinois,Peoria,2023-10,Benjamin Meadows,CID-10438,PID-10438,LID-10438,DID-10438,2023-10,2023,10,4
OID-10439,721,258,13,Electronics,Laptops,Debit Card,2022-06-13,New York,Buffalo,2022-06,Micheal Graham,CID-10439,PID-10439,LID-10439,DID-10439,2022-06,2022,6,2
OID-10440,8364,3055,17,Electronics,Laptops,Credit Card,2023-10-18,Illinois,Peoria,2023-10,Benjamin Meadows,CID-10440,PID-10440,LID-10440,DID-10440,2023-10,2023,10,4
OID-10441,8364,3055,17,Electronics,Laptops,Credit Card,2022-06-13,New York,Buffalo,2022-06,Micheal Graham,CID-10441,PID-10441,LID-10441,DID-10441,2022-06,2022,6,2
OID-10442,5234,2021,15,Furniture,Bookcases,EMI,2023-10-18,Illinois,Peoria,2023-10,Benjamin Meadows,CID-10442,PID-10442,LID-10442,DID-10442,2023-10,2023,10,4
OID-10443,5234,2021,15,Furniture,Bookcases,EMI,2022-06-13,New York,Buffalo,2022-06,Micheal Graham,CID-10443,PID-10443,LID-10443,DID-10443,2022-06,2022,6,2
OID-10444,3944,1559,18,Electronics,Phones,Credit Card,2024-06-12,California,San Francisco,2024-06,Jean Jackson,CID-10444,PID-10444,LID-10444,DID-10444,2024-06,2024,6,2
OID-10445,6711,1045,12,Office Supplies,Pens,Credit Card,2024-06-12,California,San Francisco,2024-06,Jean Jackson,CID-10445,PID-10445,LID-10445,DID-10445,2024-06,2024,6,2
OID-10446,5031,714,4,Furniture,Tables,Credit Card,2024-06-12,California,San Francisco,2024-06,Jean Jackson,CID-10446,PID-10446,LID-10446,DID-10446,2024-06,2024,6,2
OID-10447,6295,2469,14,Office Supplies,Binders,EMI,2024-06-12,California,San Francisco,2024-06,Jean Jackson,CID-10447,PID-10447,LID-10447,DID-10447,2024-06,2024,6,2
OID-10448,9654,4111,1,Office Supplies,Paper,UPI,2022-06-27,California,San Francisco,2022-06,Timothy Murphy,CID-10448,PID-10448,LID-10448,DID-10448,2022-06,2022,6,2
OID-10449,3112,1065,20,Office Supplies,Binders,COD,2022-06-27,California,San Francisco,2022-06,Timothy Murphy,CID-10449,PID-10449,LID-10449,DID-10449,2022-06,2022,6,2
OID-10450,7838,1142,13,Electronics,Phones,UPI,2021-02-18,California,San Francisco,2021-02,Mrs. Jennifer Lewis,CID-10450,PID-10450,LID-10450,DID-10450,2021-02,2021,2,1
OID-10451,9300,3146,6,Electronics,Phones,Credit Card,2021-02-18,California,San Francisco,2021-02,Mrs. Jennifer Lewis,CID-10451,PID-10451,LID-10451,DID-10451,2021-02,2021,2,1
